Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|1873.144.peg.2969	CDS	PH63_1	3321544	3320246	-1	-	1299	putative anion permease	- none -	 	 
fig|1873.144.peg.2970	CDS	PH63_1	3321654	3321541	-3	-	114	hypothetical protein	- none -	 	 
fig|1873.144.peg.2971	CDS	PH63_1	3322064	3323020	2	+	957	Two-component system sensor histidine kinase	- none -	 	 
fig|1873.144.peg.2972	CDS	PH63_1	3323017	3323664	1	+	648	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|1873.144.peg.2973	CDS	PH63_1	3323842	3324237	1	+	396	hypothetical protein	- none -	 	 
fig|1873.144.peg.2974	CDS	PH63_1	3324955	3324242	-1	-	714	Thymidine kinase (EC 2.7.1.21)	pyrimidine conversions	 	 
fig|1873.144.peg.2975	CDS	PH63_1	3326406	3325018	-3	-	1389	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.2976	CDS	PH63_1	3327187	3326426	-1	-	762	Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	CBSS-176299.4.peg.1996A; <br>Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|1873.144.peg.2977	CDS	PH63_1	3328174	3327401	-1	-	774	1-acylglycerol-3-phosphate O-acyltransferase	- none -	 	 
fig|1873.144.peg.2978	CDS	PH63_1	3328362	3329777	3	+	1416	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|1873.144.peg.2979	CDS	PH63_1	3329793	3330791	3	+	999	Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|1873.144.peg.2980	CDS	PH63_1	3331577	3330888	-2	-	690	hypothetical protein	- none -	 	 
fig|1873.144.peg.2981	CDS	PH63_1	3332110	3331649	-1	-	462	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress; <br>Thioredoxin-disulfide reductase	 	 
fig|1873.144.peg.2982	CDS	PH63_1	3332216	3332944	2	+	729	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1873.144.peg.2983	CDS	PH63_1	3332988	3333743	3	+	756	Putative methyltransferase	- none -	 	 
fig|1873.144.peg.2984	CDS	PH63_1	3333859	3335196	1	+	1338	hypothetical protein	- none -	 	 
fig|1873.144.peg.2985	CDS	PH63_1	3335193	3337853	3	+	2661	hypothetical protein	- none -	 	 
fig|1873.144.peg.2986	CDS	PH63_1	3337990	3338439	1	+	450	Transcriptional regulator, AraC family	- none -	 	 
fig|1873.144.peg.2987	CDS	PH63_1	3338445	3338855	3	+	411	putative lyase	- none -	 	 
fig|1873.144.peg.2988	CDS	PH63_1	3338942	3341329	2	+	2388	Excinuclease ABC subunit A paralog of unknown function	DNA repair, UvrABC system	 	 
fig|1873.144.peg.2989	CDS	PH63_1	3341540	3341923	2	+	384	hypothetical protein	- none -	 	 
fig|1873.144.peg.2990	CDS	PH63_1	3342621	3342319	-3	-	303	hypothetical protein	- none -	 	 
fig|1873.144.peg.2991	CDS	PH63_1	3342759	3343745	3	+	987	Integrase	- none -	 	 
fig|1873.144.peg.2992	CDS	PH63_1	3344759	3343893	-2	-	867	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines; <br>One-carbon metabolism by tetrahydropterines	 	 
fig|1873.144.peg.2993	CDS	PH63_1	3345005	3346147	2	+	1143	hypothetical protein	- none -	 	 
fig|1873.144.peg.2994	CDS	PH63_1	3347888	3346308	-2	-	1581	Larval mesenchyme specific protein	- none -	 	 
fig|1873.144.peg.2995	CDS	PH63_1	3348772	3347993	-1	-	780	putative secreted protein	- none -	 	 
fig|1873.144.peg.2996	CDS	PH63_1	3348972	3349745	3	+	774	putative membrane protein	- none -	 	 
fig|1873.144.peg.2997	CDS	PH63_1	3350385	3349774	-3	-	612	Nitroreductase	- none -	 	 
fig|1873.144.peg.2998	CDS	PH63_1	3350486	3350854	2	+	369	Transcriptional regulator, HxlR family	- none -	 	 
fig|1873.144.peg.2999	CDS	PH63_1	3350913	3351689	3	+	777	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.3000	CDS	PH63_1	3352247	3351738	-2	-	510	Peptide deformylase (EC 3.5.1.88)	Translation termination factors bacterial	 	 
fig|1873.144.peg.3001	CDS	PH63_1	3353046	3352258	-3	-	789	Transcriptional regulator, AcrR family	- none -	 	 
fig|1873.144.peg.3002	CDS	PH63_1	3353118	3354101	3	+	984	Efflux ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.3003	CDS	PH63_1	3354098	3354916	2	+	819	Efflux ABC transporter, permease protein	- none -	 	 
fig|1873.144.peg.3004	CDS	PH63_1	3354992	3357712	2	+	2721	Helicase, SNF2/RAD54 family	- none -	 	 
fig|1873.144.peg.3005	CDS	PH63_1	3357901	3358482	1	+	582	SWF/SNF family helicase	- none -	 	 
fig|1873.144.peg.3006	CDS	PH63_1	3359145	3358639	-3	-	507	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.144.peg.3007	CDS	PH63_1	3359171	3360130	2	+	960	Proline iminopeptidase (EC 3.4.11.5)	Proline, 4-hydroxyproline uptake and utilization	 	 
fig|1873.144.peg.3008	CDS	PH63_1	3360800	3360144	-2	-	657	Dihydrofolate reductase (EC 1.5.1.3)	5-FCL-like protein; <br>Folate Biosynthesis	 	 
fig|1873.144.peg.3009	CDS	PH63_1	3362575	3360968	-1	-	1608	L-lactate permease	- none -	 	 
fig|1873.144.peg.3010	CDS	PH63_1	3363960	3362731	-3	-	1230	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	Chorismate: Intermediate for synthesis of Tryptophan, PAPA antibiotics, PABA, 3-hydroxyanthranilate and more.; <br>Folate Biosynthesis; <br>Tryptophan synthesis	 	 
fig|1873.144.peg.3011	CDS	PH63_1	3364051	3364251	1	+	201	hypothetical protein	- none -	 	 
fig|1873.144.peg.3012	CDS	PH63_1	3367224	3364378	-3	-	2847	Glycine dehydrogenase [decarboxylating] (glycine cleavage system P protein) (EC 1.4.4.2)	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|1873.144.peg.3013	CDS	PH63_1	3368382	3367507	-3	-	876	NAD-dependent protein deacetylase of SIR2 family	Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate	 	 
fig|1873.144.peg.3014	CDS	PH63_1	3368476	3369135	1	+	660	hypothetical protein	- none -	 	 
fig|1873.144.peg.3015	CDS	PH63_1	3369797	3369168	-2	-	630	hypothetical protein	- none -	 	 
fig|1873.144.peg.3016	CDS	PH63_1	3371065	3369794	-1	-	1272	Flavohemoglobin / Nitric oxide dioxygenase (EC 1.14.12.17)	- none -	 	 
fig|1873.144.peg.3017	CDS	PH63_1	3372223	3371069	-1	-	1155	Nitric oxide synthase oxygenase (EC 1.-.-.-)	Nitric oxide synthase	 	 
fig|1873.144.peg.3018	CDS	PH63_1	3373207	3372623	-1	-	585	Transcriptional regulator	- none -	 	 
fig|1873.144.peg.3019	CDS	PH63_1	3373859	3373395	-2	-	465	hypothetical protein	- none -	 	 
fig|1873.144.peg.3020	CDS	PH63_1	3374791	3374036	-1	-	756	FIG00817694: hypothetical protein	- none -	 	 
fig|1873.144.peg.3021	CDS	PH63_1	3375240	3374788	-3	-	453	Glycogen accumulation regulator GarA	- none -	 	 
fig|1873.144.peg.3022	CDS	PH63_1	3375834	3375454	-3	-	381	Glycine cleavage system H protein	Glycine and Serine Utilization; <br>Glycine cleavage system	 	 
fig|1873.144.peg.3023	CDS	PH63_1	3376866	3375889	-3	-	978	Uncharacterized protein YlxW	- none -	 	 
fig|1873.144.peg.3024	CDS	PH63_1	3377209	3376877	-1	-	333	Small basic protein Sbp	- none -	 	 
fig|1873.144.peg.3025	CDS	PH63_1	3378150	3377206	-3	-	945	FIG030330: hypothetical protein	- none -	 	 
fig|1873.144.peg.3026	CDS	PH63_1	3378788	3378147	-2	-	642	Cardiolipin synthase (CMP-forming), eukaryotic type Cls-II (EC 2.7.8.41)	- none -	 	 
fig|1873.144.peg.3027	CDS	PH63_1	3379569	3379102	-3	-	468	Transcriptional regulator, MarR family	- none -	 	 
fig|1873.144.peg.3028	CDS	PH63_1	3380801	3379623	-2	-	1179	magnesium or manganese-dependent protein phosphatase	- none -	 	 
fig|1873.144.peg.3029	CDS	PH63_1	3381831	3381085	-3	-	747	hypothetical protein	- none -	 	 
fig|1873.144.peg.3030	CDS	PH63_1	3381951	3382832	3	+	882	Universal stress protein family	- none -	 	 
fig|1873.144.peg.3031	CDS	PH63_1	3382999	3383211	1	+	213	phosphatidylethanolamine-binding protein	- none -	 	 
fig|1873.144.peg.3032	CDS	PH63_1	3383208	3383687	3	+	480	hypothetical protein	- none -	 	 
fig|1873.144.peg.3033	CDS	PH63_1	3383887	3383684	-1	-	204	hypothetical protein	- none -	 	 
fig|1873.144.peg.3034	CDS	PH63_1	3384008	3384658	2	+	651	hypothetical protein	- none -	 	 
fig|1873.144.peg.3035	CDS	PH63_1	3384835	3384665	-1	-	171	hypothetical protein	- none -	 	 
fig|1873.144.peg.3036	CDS	PH63_1	3386192	3384903	-2	-	1290	Hemolysins and related proteins containing CBS domains	- none -	 	 
fig|1873.144.peg.3037	CDS	PH63_1	3386391	3386194	-3	-	198	hypothetical protein	- none -	 	 
fig|1873.144.peg.3038	CDS	PH63_1	3388189	3386432	-1	-	1758	Selenocysteine-specific translation elongation factor	Selenocysteine metabolism	 	 
fig|1873.144.peg.3039	CDS	PH63_1	3389503	3388199	-1	-	1305	L-seryl-tRNA(Sec) selenium transferase (EC 2.9.1.1)	Selenocysteine metabolism	 	 
fig|1873.144.peg.3040	CDS	PH63_1	3390839	3389664	-2	-	1176	Formate dehydrogenase O putative subunit	- none -	 	 
fig|1873.144.peg.3041	CDS	PH63_1	3391978	3390836	-1	-	1143	Formate dehydrogenase O beta subunit (EC 1.2.1.2)	- none -	 	 
fig|1873.144.peg.3042	CDS	PH63_1	3395291	3391968	-2	-	3324	Formate dehydrogenase O alpha subunit (EC 1.2.1.2)	- none -	 	 
fig|1873.144.peg.3043	CDS	PH63_1	3395367	3395561	3	+	195	hypothetical protein	- none -	 	 
fig|1873.144.peg.3044	CDS	PH63_1	3396327	3395731	-3	-	597	putative secreted protein	- none -	 	 
fig|1873.144.peg.3045	CDS	PH63_1	3397036	3396911	-1	-	126	hypothetical protein	- none -	 	 
fig|1873.144.peg.3046	CDS	PH63_1	3397489	3397830	1	+	342	hypothetical protein	- none -	 	 
fig|1873.144.peg.3047	CDS	PH63_1	3397794	3398180	3	+	387	FIG01044654: hypothetical protein	- none -	 	 
fig|1873.144.peg.3048	CDS	PH63_1	3398185	3398484	1	+	300	FIG01044654: hypothetical protein	- none -	 	 
fig|1873.144.peg.3049	CDS	PH63_1	3399585	3398683	-3	-	903	Oxidoreductase, short-chain dehydrogenase/reductase family	- none -	 	 
fig|1873.144.peg.3050	CDS	PH63_1	3399797	3401587	2	+	1791	2&#39;,3&#39;-cyclic-nucleotide 2&#39;-phosphodiesterase (EC 3.1.4.16)	Purine conversions; <br>pyrimidine conversions	 	 
fig|1873.144.peg.3051	CDS	PH63_1	3403325	3401649	-2	-	1677	ABC transporter, ATP-binding protein / ABC transporter, ATP-binding protein	- none -	 	 
fig|1873.144.peg.3052	CDS	PH63_1	3403784	3403425	-2	-	360	hypothetical protein	- none -	 	 
fig|1873.144.peg.3053	CDS	PH63_1	3405047	3403917	-2	-	1131	Geranylgeranyl reductase (EC 1.3.1.83)	- none -	 	 
fig|1873.144.peg.3054	CDS	PH63_1	3405198	3405434	3	+	237	hypothetical protein	- none -	 	 
fig|1873.144.peg.3055	CDS	PH63_1	3405520	3406962	1	+	1443	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.3056	CDS	PH63_1	3407656	3407063	-1	-	594	putative secreted protein	- none -	 	 
fig|1873.144.peg.3057	CDS	PH63_1	3409162	3408455	-1	-	708	putative secreted protein	- none -	 	 
fig|1873.144.peg.3058	CDS	PH63_1	3410604	3409420	-3	-	1185	hypothetical protein	- none -	 	 
fig|1873.144.peg.3059	CDS	PH63_1	3410799	3410620	-3	-	180	hypothetical protein	- none -	 	 
fig|1873.144.peg.3060	CDS	PH63_1	3410859	3410972	3	+	114	hypothetical protein	- none -	 	 
fig|1873.144.peg.3061	CDS	PH63_1	3410969	3411910	2	+	942	regulator of sigma factor	- none -	 	 
fig|1873.144.peg.3062	CDS	PH63_1	3412653	3412024	-3	-	630	Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR	- none -	 	 
fig|1873.144.peg.3063	CDS	PH63_1	3413738	3412653	-2	-	1086	Formaldehyde dehydrogenase MscR, NAD/mycothiol-dependent (EC 1.2.1.66) / S-nitrosomycothiol reductase MscR	- none -	 	 
fig|1873.144.peg.3064	CDS	PH63_1	3413925	3414344	3	+	420	Membrane protein	- none -	 	 
fig|1873.144.peg.3065	CDS	PH63_1	3415661	3414366	-2	-	1296	Uncharacterized MFS-type transporter	- none -	 	 
fig|1873.144.peg.3066	CDS	PH63_1	3416287	3415658	-1	-	630	Transcriptional regulator, GntR family	- none -	 	 
fig|1873.144.peg.3067	CDS	PH63_1	3417494	3416388	-2	-	1107	Capsule biosynthesis protein capA	- none -	 	 
fig|1873.144.peg.3068	CDS	PH63_1	3418560	3417640	-3	-	921	Hydrolase, alpha/beta fold family	- none -	 	 
fig|1873.144.peg.3069	CDS	PH63_1	3419483	3418557	-2	-	927	Short-chain dehydrogenase/reductase SDR	Transcription repair cluster	 	 
fig|1873.144.peg.3070	CDS	PH63_1	3420960	3419476	-3	-	1485	Monooxygenase, flavin-binding family	- none -	 	 
fig|1873.144.peg.3071	CDS	PH63_1	3421074	3421736	3	+	663	Transcriptional repressor TetR family => EthR	- none -	 	 
fig|1873.144.peg.3072	CDS	PH63_1	3422044	3421706	-1	-	339	hypothetical protein	- none -	 	 
fig|1873.144.peg.3073	CDS	PH63_1	3422974	3422090	-1	-	885	hypothetical protein	- none -	 	 
fig|1873.144.peg.3074	CDS	PH63_1	3424077	3422971	-3	-	1107	hypothetical protein	- none -	 	 
fig|1873.144.peg.3075	CDS	PH63_1	3425661	3424168	-3	-	1494	hypothetical protein	- none -	 	 
fig|1873.144.peg.3076	CDS	PH63_1	3425844	3426506	3	+	663	hypothetical protein	- none -	 	 
fig|1873.144.peg.3077	CDS	PH63_1	3426503	3426619	2	+	117	hypothetical protein	- none -	 	 
fig|1873.144.peg.3078	CDS	PH63_1	3426616	3427665	1	+	1050	Heme ABC transporter, cell surface heme and hemoprotein receptor HmuT	Heme, hemin uptake and utilization systems in GramPositives	 	 
fig|1873.144.peg.3079	CDS	PH63_1	3427662	3428750	3	+	1089	Heme ABC transporter, permease protein HmuU	Heme, hemin uptake and utilization systems in GramPositives	 	 
fig|1873.144.peg.3080	CDS	PH63_1	3428747	3429631	2	+	885	Heme ABC transporter, ATPase component HmuV	Heme, hemin uptake and utilization systems in GramPositives	 	 
fig|1873.144.peg.3081	CDS	PH63_1	3429628	3430299	1	+	672	Heme oxygenase (EC 1.14.99.3)	Heme, hemin uptake and utilization systems in GramPositives	 	 
fig|1873.144.peg.3082	CDS	PH63_1	3430296	3430601	3	+	306	hypothetical protein	- none -	 	 
fig|1873.144.peg.3083	CDS	PH63_1	3430776	3431384	3	+	609	hypothetical protein	- none -	 	 
fig|1873.144.peg.3084	CDS	PH63_1	3431381	3432679	2	+	1299	hypothetical protein	- none -	 	 
fig|1873.144.peg.3085	CDS	PH63_1	3432676	3434439	1	+	1764	hypothetical protein	- none -	 	 
fig|1873.144.peg.3086	CDS	PH63_1	3434436	3436811	3	+	2376	hypothetical protein	- none -	 	 
fig|1873.144.peg.3087	CDS	PH63_1	3437891	3436860	-2	-	1032	poly (3-hydroxybutyrate) depolymerase	- none -	 	 
fig|1873.144.peg.3088	CDS	PH63_1	3438333	3438022	-3	-	312	hypothetical protein	- none -	 	 
fig|1873.144.peg.3089	CDS	PH63_1	3438423	3438785	3	+	363	Transcriptional regulator, ArsR family	CBSS-1085.1.peg.1363	 	 
fig|1873.144.peg.3090	CDS	PH63_1	3438782	3439267	2	+	486	Ligand-binding SRPBCC domain protein family	- none -	 	 
fig|1873.144.peg.3091	CDS	PH63_1	3440293	3439700	-1	-	594	hypothetical protein	- none -	 	 
fig|1873.144.peg.3092	CDS	PH63_1	3440481	3440290	-3	-	192	hypothetical protein	- none -	 	 
fig|1873.144.peg.3093	CDS	PH63_1	3440464	3442038	1	+	1575	putative F420-dependent oxidoreductase	- none -	 	 
fig|1873.144.peg.3094	CDS	PH63_1	3442080	3442511	3	+	432	Archease	Archease	 	 
fig|1873.144.peg.3095	CDS	PH63_1	3443939	3442521	-2	-	1419	RNA-2&#39;,3&#39;-PO4:RNA-5&#39;-OH ligase	RNA 3&#39;-terminal phosphate cyclase; <br>tRNA splicing	 	 
fig|1873.144.peg.3096	CDS	PH63_1	3444630	3443968	-3	-	663	Puromycin N-acetyltransferase (EC 2.3.-.-)	- none -	 	 
fig|1873.144.peg.3097	CDS	PH63_1	3445594	3444683	-1	-	912	Multiple sugar ABC transporter, permease protein MsmF	- none -	 	 
fig|1873.144.peg.3098	CDS	PH63_1	3446634	3445591	-3	-	1044	Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)	Glycerol and Glycerol-3-phosphate Uptake and Utilization	 	 
fig|1873.144.peg.3099	CDS	PH63_1	3447977	3446631	-2	-	1347	N-acetyl-D-glucosamine ABC transporter, substrate-binding protein	- none -	 	 
fig|1873.144.peg.3100	CDS	PH63_1	3448834	3447980	-1	-	855	N-acetyl-D-glucosamine ABC transporter, permease protein 2	- none -	 	 
fig|1873.144.peg.3101	CDS	PH63_1	3451653	3448861	-3	-	2793	Glycosyl hydrolase, BNR repeat precursor	- none -	 	 
fig|1873.144.peg.3102	CDS	PH63_1	3451825	3452637	1	+	813	Uncharacterized oxidoreductase YohF	- none -	 	 
fig|1873.144.peg.3103	CDS	PH63_1	3452971	3453870	1	+	900	Uncharacterized protein YybG	- none -	 	 
fig|1873.144.peg.3104	CDS	PH63_1	3454219	3454455	1	+	237	hypothetical protein	- none -	 	 
fig|1873.144.peg.3105	CDS	PH63_1	3454504	3454734	1	+	231	hypothetical protein	- none -	 	 
fig|1873.144.peg.3106	CDS	PH63_1	3455244	3454765	-3	-	480	Ribonuclease HI (EC 3.1.26.4)	Ribonuclease H	 	 
fig|1873.144.peg.3107	CDS	PH63_1	3456726	3455467	-3	-	1260	Lycopene beta-cyclase (EC 5.5.1.19)	- none -	 	 
fig|1873.144.peg.3108	CDS	PH63_1	3456872	3456714	-2	-	159	hypothetical protein	- none -	 	 
fig|1873.144.peg.3109	CDS	PH63_1	3456871	3458013	1	+	1143	hypothetical protein	- none -	 	 
fig|1873.144.peg.3110	CDS	PH63_1	3458522	3457986	-2	-	537	Acetyltransferase, GNAT family	- none -	 	 
fig|1873.144.peg.3111	CDS	PH63_1	3458913	3458578	-3	-	336	Transcriptional regulator, HxlR family	- none -	 	 
fig|1873.144.peg.3112	CDS	PH63_1	3459052	3459936	1	+	885	3-hydroxyisobutyrate dehydrogenase family protein	- none -	 	 
fig|1873.144.peg.3113	CDS	PH63_1	3459933	3460844	3	+	912	3-hydroxyisobutyrate dehydrogenase family protein	- none -	 	 
fig|1873.144.peg.3114	CDS	PH63_1	3460841	3461020	2	+	180	hypothetical protein	- none -	 	 
fig|1873.144.peg.3115	CDS	PH63_1	3461159	3461644	2	+	486	hypothetical protein	- none -	 	 
fig|1873.144.peg.3116	CDS	PH63_1	3461755	3462369	1	+	615	putative secreted protein	- none -	 	 
fig|1873.144.peg.3117	CDS	PH63_1	3462434	3463537	2	+	1104	Magnesium and cobalt transport protein CorA	Magnesium transport	 	 
fig|1873.144.peg.3118	CDS	PH63_1	3465727	3463544	-1	-	2184	hypothetical protein	- none -	 	 
fig|1873.144.peg.3119	CDS	PH63_1	3465752	3465895	2	+	144	hypothetical protein	- none -	 	 
fig|1873.144.peg.3120	CDS	PH63_1	3467405	3465942	-2	-	1464	hypothetical protein	- none -	 	 
fig|1873.144.peg.3121	CDS	PH63_1	3467677	3467417	-1	-	261	hypothetical protein	- none -	 	 
fig|1873.144.peg.3122	CDS	PH63_1	3468908	3467721	-2	-	1188	hypothetical protein	- none -	 	 
fig|1873.144.peg.3123	CDS	PH63_1	3469825	3468905	-1	-	921	Dihydrodipicolinate synthase family	- none -	 	 
fig|1873.144.peg.3124	CDS	PH63_1	3470434	3469898	-1	-	537	Transcriptional regulator, Xre family	- none -	 	 
fig|1873.144.peg.3125	CDS	PH63_1	3470738	3472345	2	+	1608	ABC transporter, substrate-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|1873.144.peg.3126	CDS	PH63_1	3472353	3473441	3	+	1089	ABC transporter, permease protein 1 (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|1873.144.peg.3127	CDS	PH63_1	3473438	3474355	2	+	918	Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)	- none -	 	 
fig|1873.144.peg.3128	CDS	PH63_1	3474359	3475336	2	+	978	ABC transporter, ATP-binding protein (cluster 5, nickel/peptides/opines)	- none -	 	 
fig|1873.144.peg.3129	CDS	PH63_1	3475333	3476316	1	+	984	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)	- none -	 	 
fig|1873.144.peg.3130	CDS	PH63_1	3476327	3477565	2	+	1239	Amidohydrolase	- none -	 	 
fig|1873.144.peg.3131	CDS	PH63_1	3477562	3479208	1	+	1647	hypothetical protein	- none -	 	 
fig|1873.144.peg.3132	CDS	PH63_1	3479260	3479637	1	+	378	hypothetical protein	- none -	 	 
fig|1873.144.peg.3133	CDS	PH63_1	3479634	3479960	3	+	327	hypothetical protein	- none -	 	 
fig|1873.144.peg.3134	CDS	PH63_1	3479957	3480955	2	+	999	luciferase family protein	- none -	 	 
fig|1873.144.peg.3135	CDS	PH63_1	3481128	3483512	3	+	2385	xylosidase/arabinosidase	- none -	 	 
fig|1873.144.peg.3136	CDS	PH63_1	3483570	3485615	3	+	2046	mycodextranase	- none -	 	 
fig|1873.144.peg.3137	CDS	PH63_1	3485889	3486563	3	+	675	Tryptophan 2,3-dioxygenase (EC 1.13.11.11)	Aromatic amino acid degradation; <br>NAD and NADP cofactor biosynthesis global; <br>Tryptophan catabolism	 	 
fig|1873.144.peg.3138	CDS	PH63_1	3486672	3487967	3	+	1296	hypothetical protein	- none -	 	 
fig|1873.144.peg.3139	CDS	PH63_1	3487964	3489142	2	+	1179	Cysteine desulfurase (EC 2.8.1.7)	Alanine biosynthesis; <br>CBSS-84588.1.peg.1247; <br>Iron-sulfur cluster assembly	 	 
fig|1873.144.peg.3140	CDS	PH63_1	3489139	3490170	1	+	1032	Hydroxyneurosporene methyltransferase (EC 2.1.1.210)	- none -	 	 
fig|1873.144.peg.3141	CDS	PH63_1	3490283	3490654	2	+	372	hypothetical protein	- none -	 	 
fig|1873.144.peg.3142	CDS	PH63_1	3490807	3491223	1	+	417	UPF0225 protein YchJ	Broadly distributed proteins not in subsystems	 	 
fig|1873.144.peg.3143	CDS	PH63_1	3491809	3491264	-1	-	546	Gluconokinase (EC 2.7.1.12)	D-gluconate and ketogluconates metabolism	 	 
fig|1873.144.peg.3144	CDS	PH63_1	3493028	3491799	-2	-	1230	Mannonate dehydratase (EC 4.2.1.8)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1873.144.peg.3145	CDS	PH63_1	3494014	3493061	-1	-	954	2-dehydro-3-deoxygluconokinase (EC 2.7.1.45)	- none -	 	 
fig|1873.144.peg.3146	CDS	PH63_1	3494649	3494011	-3	-	639	4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	D-Galacturonate and D-Glucuronate Utilization	 	 
fig|1873.144.peg.3147	CDS	PH63_1	3495802	3494654	-1	-	1149	Gluconate dehydratase (EC 4.2.1.39)	D-gluconate and ketogluconates metabolism	 	 
fig|1873.144.peg.3148	CDS	PH63_1	3496625	3495810	-2	-	816	ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)	- none -	 	 
